date;US;India;Germany;Italy;Australia;SIR_Italy;SIR_Germany;SIR_Australia;SIR_US;SIR_India
2021-04-21;31965700;15930774;3188192;3904899;29594;362377.3853251559;96494.9784148266;185673.3948669124;10024623.482254095;18009411.511454154
2021-04-22;32032419;16263695;3217710;3920945;29638;368064.72985800274;98442.83983317236;187355.9763450611;10083982.670066806;18056036.65886912
2021-04-23;32095314;16610481;3245253;3935703;29653;373838.9748923202;100429.80803623404;189053.8054597716;10143693.34248544;18102782.24336789
2021-04-24;32150286;16960172;3268645;3949517;29663;379701.3738291684;102456.65948996454;190767.0203841484;10203757.58269598;18149648.59319074
2021-04-25;32185055;17313163;3287418;3962674;29680;385653.1958284824;104524.18572453984;192495.76054294893;10264177.483238917;18196636.036434952
2021-04-26;32227342;17636186;3299325;3971114;29717;391695.7259282616;106633.19359829737;194240.1666238592;10324955.15006327;18243744.90111076
2021-04-27;32279624;17997113;3310301;3981512;29750;397830.26515073073;108784.50559816274;196000.3805888659;10386092.701671053;18290975.515196163
2021-04-28;32334810;18376421;3332532;3994894;29773;404058.1306221796;110978.96012503438;197776.5456857265;10447592.26914302;18338328.206687137
2021-04-29;32393636;18762976;3357268;4009208;29798;410380.6556910365;113217.41178251388;199568.80646020305;10509455.996217938;18385803.303646546
2021-04-30;32451738;19164969;3381597;4022653;29811;416799.19004406827;115500.73167342642;201377.30878545984;10571686.039333137;18433401.13425019
2021-05-01;32500514;19557457;3400532;4035617;29824;423315.0998205997;117829.8077011352;203202.1998507497;10634284.567595406;18481122.026829388
2021-05-02;32531070;19925517;3416822;4044762;29838;429929.7677246418;120205.54487570724;205043.6281720662;10697253.76279609;18528966.30991272
2021-05-03;32575692;20282833;3425982;4050708;29850;436644.5931165159;122628.86562498834;206901.7436111653;10760595.82092148;18576934.312264703
2021-05-04;32618587;20664979;3433516;4059821;29865;443460.9921176437;125100.7101082914;208776.69738772823;10824312.951825475;18625026.362922747
2021-05-05;32664630;21077410;3451550;4070400;29884;450380.3977475197;127622.03651906764;210668.6420916316;10888407.3778945;18673242.791232195
2021-05-06;32710809;21491598;3473503;4082198;29893;457404.26000773953;130193.8214353408;212577.7316953233;10952881.330237884;18721583.926879305
2021-05-07;32759224;21892676;3491988;4092747;29906;464534.0459803728;132817.0601455996;214504.12156630724;11017737.062182974;18770050.099922743
2021-05-08;32794879;22296081;3507673;4102921;29922;471771.2399234891;135492.76698112002;216447.96847973543;11082976.824818663;18818641.64082316
2021-05-09;32817749;22662575;3520329;4111210;29931;479117.3433635825;138221.97565661152;218409.43063111024;11148602.896005202;18867358.880471416
2021-05-10;32850125;22992517;3527251;4116287;29938;486573.8751847516;141005.73961605158;220388.66764909544;11214617.558936987;18916202.15021528
2021-05-11;32885603;23340938;3533376;4123230;29946;494142.3717144976;143845.13238375992;222385.8406084387;11281023.118525987;18965171.7818847
2021-05-12;32921754;23703665;3548285;4131078;29955;501824.3867982927;146741.24792076298;224401.11204300472;11347821.876363453;19014268.10781571
2021-05-13;32960490;24046809;3565704;4139160;29957;509621.49183494505;149695.20098253322;226434.64595892048;11415016.162661783;19063491.460873224
2021-05-14;33002707;24372907;3577040;4146722;29964;517535.2759156199;152708.1274640917;228486.6078478335;11482608.32666871;19112842.17447249
2021-05-15;33033464;24684077;3584934;4153374;29975;525567.3458763799;155781.18480444205;230557.1647002831;11550600.72392783;19162320.5825996
2021-05-16;33051156;24965463;3593434;4159122;29978;533719.3263563488;158915.55235538172;232646.4850193701;11618995.725118464;19211927.01983076
2021-05-17;33076399;25228996;3598846;4162576;29983;541992.8598577372;162112.4317607119;234754.73885337083;11687795.722379902;19261661.82135075
2021-05-18;33105314;25496330;3603055;4167025;29992;550389.6068011534;165373.0473440015;236882.0977900565;11757003.106985938;19311525.322970312
2021-05-19;33134919;25772440;3614095;4172525;29995;558911.2455760222;168698.64650182816;239028.734961302;11826620.29578416;19361517.861142687
2021-05-20;33165136;26031991;3626393;4178261;29999;567559.4725859264;172090.5001025349;241194.82506780216;11896649.714071;19411639.77297935
2021-05-21;33193961;26289290;3635162;4183476;30003;576336.0022884371;175549.90289054048;243380.54439325217;11967093.80141255;19461891.396264914
2021-05-22;33215174;26530132;3642244;4188190;30007;585242.5671819788;179078.17388748933;245586.07081865083;12037955.012902036;19512273.06947132
2021-05-23;33228958;26752447;3648958;4192183;30019;594280.9178634856;182676.65677312168;247811.58383672923;12109235.819627492;19562785.131771263
2021-05-24;33250830;26948874;3651640;4194672;30029;603452.8230826535;186346.7203619649;250057.2645665048;12180938.703111796;19613427.92305108
2021-05-25;33275420;27157795;3653551;4197892;30046;612760.0697318361;190089.75901114105;252323.2957679616;12253066.163104905;19664201.78392282
2021-05-26;33300016;27369093;3656177;4201827;30063;622204.4628541478;193907.1930468838;254609.861856858;12325620.714908268;19715107.055735957
2021-05-27;33326857;27555457;3662490;4205970;30074;631787.825644803;197800.46920055195;256917.1489196627;12398604.885413945;19766144.080588315
2021-05-28;33349099;27729247;3669870;4209707;30083;641511.9994454634;201771.061050166;259245.3447286189;12472021.219508156;19817313.201336674
2021-05-29;33362410;27894800;3675296;4213055;30096;651378.843731359;205820.4694674852;261594.63875693915;12545872.276608506;19868614.76160673
2021-05-30;33369764;28047534;3679148;4216003;30105;661390.2360909467;209950.2230706375;263965.22219412995;12620160.63002272;19920049.10580269
2021-05-31;33376039;28175044;3681126;4217821;30118;671548.072188098;214161.87866594832;266357.2879614484;12694888.87005385;19971616.57911635
2021-06-01;33396892;28307832;3682911;4220304;30124;681854.2657027328;218457.0216658976;268771.0307274905;12770059.601314574;20023317.52753584
2021-06-02;33413605;28441986;3687828;4223200;30137;692310.7483322748;222837.26664060468;271206.64692391333;12845675.443404935;20075152.297853928
2021-06-03;33432001;28574350;3692468;4225163;30141;702919.4697204304;227304.2577606005;273664.3347797319;12921739.03313273;20127121.23767599
2021-06-04;33449866;28694879;3695633;4227719;30157;713682.3973923015;231859.669269989;276144.29432596144;12998253.021109328;20179224.69542761
2021-06-05;33465470;28809339;3697927;4230153;30173;724601.5166824114;236505.20596904616;278646.72739032866;13075220.073813884;20231463.02036189
2021-06-06;33471486;28909975;3700367;4232428;30191;735678.8306533163;241242.60370201364;281171.8376294092;13152642.876621608;20283836.562566407
2021-06-07;33485556;28996473;3701484;4233698;30205;746916.3600045212;246073.62985006333;283719.8305451589;13230524.126327924;20336345.67296996
2021-06-08;33498595;29089069;3702688;4235592;30210;758316.142971417;251000.0838294052;286290.91350158915;13308866.536641482;20388990.70334899
2021-06-09;33517160;29182532;3705942;4237790;30225;769880.2352128128;256023.7975661257;288885.29574158706;13387672.838353105;20441772.00633376
2021-06-10;33531941;29274823;3709129;4239868;30228;781610.7096608629;261146.6359500425;291503.18840388284;13466945.781452086;20494689.935414333
2021-06-11;33557092;29359155;3711569;4241760;30234;793509.6564167466;266370.4974604723;294144.8045401638;13546688.126265204;20547744.84494627
2021-06-12;33566252;29439989;3713480;4243482;30248;805579.1826095679;271697.3146355888;296810.35913233744;13626902.650995862;20600937.09015619
2021-06-13;33571522;29510410;3714969;4244872;30262;817821.4122310609;277129.0545873364;299500.0691099436;13707592.15330649;20654267.02714707
2021-06-14;33583308;29570881;3715518;4245779;30273;830238.4859670349;282667.71952466364;302214.1533677164;13788759.44744746;20707735.012903426
2021-06-15;33594037;29633105;3716170;4247032;30286;842832.5610165752;288315.34728105663;304952.83278329857;13870407.359917;20761341.40529624
2021-06-16;33605945;29700313;3717625;4248432;30301;855605.8108986684;294074.0118462882;307716.3302351069;13952538.735222269;20815086.563087843
2021-06-17;33617708;29762793;3718955;4249755;30309;868560.4252459233;299945.8239022944;310504.87062035187;14035156.439875877;20868970.845936533
2021-06-18;33638890;29823546;3720031;4250902;30322;881698.6095850461;305932.9313144381;313318.6808732107;14118263.35280176;20922994.614401124
2021-06-19;33647942;29881772;3721139;4252095;30331;895022.5851076427;312037.51961550466;316157.98998315627;14201862.368893094;20977158.229945336
2021-06-20;33652898;29935221;3721981;4252976;30355;908534.5884260396;318261.8127040065;319023.02903004066;14285956.40076511;21031462.05494206
2021-06-21;33663452;29977861;3722327;4253460;30366;922236.8713020362;324608.0733233993;321914.03120255633;14370548.385068668;21085906.452677544
2021-06-22;33674248;30028709;3722782;4254294;30380;936131.7003760524;331078.6036074318;324831.2317807777;14455641.266926024;21140491.787355416
2021-06-23;33686913;30082778;3723798;4255434;30404;950221.356876684;337675.7456315326;327774.86817646486;14541238.011277769;21195218.42410065
2021-06-24;33701389;30134445;3724806;4255700;30424;964508.1363148092;344401.8819667596;330745.1799526275;14627341.6029112;21250086.72896344
2021-06-25;33725992;30183143;3725580;4256451;30457;978994.3481620108;351259.43623613555;333742.4088429642;14713955.05035369;21305097.06892292
2021-06-26;33735361;30233183;3726172;4257289;30499;993682.3155129468;358250.87367319025;336766.79877147195;14801081.36648496;21360249.811890915
2021-06-27;33739983;30279331;3726710;4258069;30528;1008574.3747312954;365378.7016049006;339818.59587222594;14888723.586696584;21415545.32671552
2021-06-28;33753566;30316897;3726929;4258456;30560;1023672.8750860696;372645.4699612788;342898.04850933177;14976884.76362283;21470983.983184643
2021-06-29;33761043;30362848;3727333;4259133;30602;1038980.1784265116;380053.7720238632;346005.4072970502;15065567.967485048;21526566.152029514
2021-06-30;33776394;30411634;3728141;4259909;30643;1054498.6586933348;387606.2448941625;349140.92512009613;15154776.308368703;21582292.20492806
2021-07-01;33791514;30458251;3729033;4260788;30684;1070230.7015113805;395305.5700495524;352304.857154113;15244512.88311247;21638162.5145083
2021-07-02;33821271;30502362;3729682;4261582;30734;1086178.703762516;403154.4739012776;355497.46088632377;15334780.817692686;21694177.454351638
2021-07-03;33826685;30545433;3730353;4262511;30753;1102345.073128078;411155.7283521072;358718.9961363587;15425583.25579331;21750337.398996115
2021-07-04;33830970;30585229;3730912;4263317;30804;1118732.227612509;419312.1513533385;361969.7250772629;15516923.35880593;21806642.72393965
2021-07-05;33839872;30619932;3731124;4263797;30831;1135342.5950477982;427626.6074608396;365249.9122566827;15608804.326507527;21863093.80564318
2021-07-06;33862154;30663665;3731564;4264704;30861;1152178.6125783394;436102.0082976962;368559.824618234;15701229.357867485;21919691.021533817
2021-07-07;33882330;30709557;3732549;4265714;30903;1169242.7261258112;444741.3130705903;371899.7315374674;15794201.668167485;21976434.750007942
2021-07-08;33903195;30752950;3733519;4267105;30951;1186537.389924695;453547.5292774498;375269.90485567536;15887724.49549126;22033325.37043426
2021-07-09;33950787;30795716;3734468;4268491;31015;1204065.0659438705;462523.713162385;378670.6188505114;15981801.096207809;22090363.26315685
2021-07-10;33960906;30837222;3735420;4269885;31100;1221828.2231534163;471672.9702463088;382102.15028368426;16076434.758237584;22147548.809498142
2021-07-11;33972653;30874376;3736165;4271276;31221;1239829.3369892484;480998.4558530781;385564.7784247182;16171628.788002577;22204882.39176196
2021-07-12;34002076;30907282;3736489;4272163;31323;1258070.888718972;490503.3756299357;389058.7850736157;16267386.493135372;22262364.393236395
2021-07-13;34028607;30946147;3737135;4273693;31429;1276555.364785885;500190.98606363;392584.45458371786;16363711.209104782;22319995.19819682
2021-07-14;34059732;30987880;3738683;4275846;31513;1295285.25613098;510064.5950077642;396142.0738847636;16460606.290267205;22377775.19190876
2021-07-15;34091693;31026829;3740325;4278319;31626;1314263.0574925824;520127.5621608332;399731.93250614975;16558075.112995729;22435704.76063081
2021-07-16;34169802;31064908;3741781;4281214;31771;1333491.266683254;530383.2995618779;403354.3226003925;16656121.100007394;22493784.291617516
2021-07-17;34183904;31106065;3743389;4284332;31899;1352972.3838829545;540835.2720790228;407009.53896679217;16754747.648995535;22552014.173122223
2021-07-18;34204233;31144229;3744681;4287458;32016;1372708.9111097655;551486.9978853505;410697.8790753021;16853958.196359873;22610394.794399984
2021-07-19;34253076;31174322;3745227;4289528;32120;1392703.3510764265;562342.0489250912;414419.6430906034;16953756.197645284;22668926.545710336
2021-07-20;34292802;31216337;3746410;4293083;32266;1412958.2064666052;573404.0513694852;418175.1338963871;17054145.12770184;22727609.81832019
2021-07-21;34340538;31257720;3748613;4297337;32426;1433475.9791413676;584676.685964508;421964.65711984393;17155128.510982662;22786445.00450661
2021-07-22;34397064;31293062;3750503;4302393;32582;1454259.1692845067;596163.6884040169;425788.52115636447;17256709.85073767;22845432.497559678
2021-07-23;34517866;31332159;3752592;4307535;32753;1475310.2745239397;607868.849942321;429647.03719445;17358892.686429534;22904572.69178524
2021-07-24;34546610;31371901;3754511;4312673;32918;1496631.7890288874;619796.0176926658;433540.5192527737;17461680.578238092;22963865.982507776
2021-07-25;34574582;31411262;3755898;4317415;33082;1518226.2025825523;631949.0950027183;437469.2842305882;17565077.10724252;23023312.76607316
2021-07-26;34653954;31440951;3756856;4320530;33266;1540095.999630093;644332.0418145589;441433.6518676412;17669085.875603545;23082913.43985144
2021-07-27;34718957;31484605;3758401;4325046;33473;1562243.658592243;656948.8750067638;445433.9447976564;17773710.51314971;23142668.40223965
2021-07-28;34792533;31528114;3761169;4330739;33726;1584671.650756411;669803.668713198;449470.4885778393;17878954.66740509;23202578.05266463
2021-07-29;34865078;31572344;3764311;4336906;33909;1607382.4389593792;682900.5545716475;453543.6117152969;17984822.004458103;23262642.79158572
2021-07-30;35056523;31613993;3766765;4343519;34130;1630378.4767404902;696243.7220629199;457653.6456936885;18091316.21510179;23322863.020497635
2021-07-31;35100414;31655824;3769165;4350028;34383;1653662.2072797406;709837.4187642883;461800.9250001075;18198441.01250168;23383239.14193319
2021-08-01;35144983;31695958;3771262;4355348;34612;1677236.062311527;723685.9505713171;465985.7871521983;18306200.132402714;23443771.559466105
2021-08-02;35253343;31726507;3772109;4358533;34836;1701102.461013915;737793.6819057971;470208.5727255074;18414597.329426184;23504460.677713785
2021-08-03;35351097;31769132;3773875;4363374;35089;1725263.808873296;752165.0358977194;474469.6253810717;18523636.37329486;23565306.90234009
2021-08-04;35453543;31812114;3777446;4369964;35391;1749722.4965243298;766804.4945400913;478769.2918932452;18633321.072518226;23626310.64005816
2021-08-05;35563230;31856757;3780985;4377188;35698;1774480.898674632;781716.5987710408;483107.9221777655;18743655.2516503;23687472.29863312
2021-08-06;35815126;31895385;3784433;4383787;36051;1799541.3733661938;796905.9485325266;487485.8693200616;18854642.75829522;23748792.286884964
2021-08-07;35878132;31934455;3787639;4390684;36328;1824906.2599816257;812377.2029369556;491903.48960380495;18966287.46327661;23810271.014691275
2021-08-08;35913008;31969954;3790766;4396417;36630;1850577.8782330025;828135.0802462571;496361.1425397048;19078593.260806903;23871908.89299004
2021-08-09;36072795;31998158;3791949;4400617;37010;1876558.526960253;844184.3578625179;500859.1908945498;19191564.0636972;23933706.333782464
2021-08-10;36190596;32036511;3794429;4406241;37377;1902850.4828474023;860529.8722837472;505398.0007297464;19305203.83223027;23995663.75013573
2021-08-11;36345048;32077706;3799425;4413162;37749;1929455.999116445;877176.5190221207;509977.94146912766;19419516.600879826;24057781.556185853
2021-08-12;36489134;32117826;3805063;4420429;38165;1956377.3041989768;894129.2524765057;514599.3858507427;19534506.106686275;24120060.16714042
2021-08-13;36715940;32156493;3810641;4427827;38658;1983616.6003857304;911393.0856697558;519262.70998339326;19650176.495325964;24182499.99928148
2021-08-14;36789007;32192576;3816285;4435008;39097;2011176.0624574288;928973.0901446136;523968.293383925;19766531.831027072;24245101.46996828
2021-08-15;36835795;32225513;3821013;4440669;39615;2039057.836851586;946874.395710153;528716.5190080269;19883576.156217463;24307864.997640163
2021-08-16;37030150;32250679;3823139;4444338;40097;2067264.0398990489;965102.1901182912;533507.7732813001;20001313.54416408;24370791.001819327
2021-08-17;37180741;32285857;3827051;4449606;40774;2095796.7560340224;983661.7187144004;538342.4461305975;20119748.09649669;24433879.90311369
2021-08-18;37348343;32322258;3835375;4456765;41521;2124658.0366501794;1002558.2840379071;543220.9310156357;20238883.940349344;24497132.123219717
2021-08-19;37503564;32358829;3843775;4464005;42228;2153849.8986530565;1021797.2453710588;548143.624960881;20358725.2511992;24560548.08492526
2021-08-20;37742638;32393286;3853055;4471225;43119;2183374.32299535;1041384.0182372328;553110.928587712;20479276.17374087;24624128.212112416
2021-08-21;37834834;32424234;3861147;4478691;44026;2213233.253195606;1061324.0738440913;558123.2461468601;20600540.901315417;24687872.92976036
2021-08-22;37879037;32449306;3868197;4484613;44920;2243428.5938408026;1081622.9384572858;563180.9855511291;20722523.66446388;24751782.663948208
2021-08-23;38087262;32474773;3871865;4488779;45754;2273962.2090733587;1102286.1927274193;568284.5584083974;20845228.721589625;24815857.84185789
2021-08-24;38241722;32512366;3877612;4494857;46725;2304835.9212565785;1123319.4709520822;573434.380054902;20968660.35871007;24880098.891777027
2021-08-25;38420704;32558530;3889173;4502396;47840;2336051.5100140395;1144728.4602744346;578630.8695888098;21092822.859935783;24944506.24310177
2021-08-26;38604475;32603188;3901799;4509611;48816;2367610.7096229545;1166518.8998164304;583874.4499040737;21217720.574423835;25009080.326339733
2021-08-27;38843147;32649947;3913828;4517434;49935;2399515.207842296;1188696.5797471495;589165.5477310618;21343357.86157993;25073821.573112834
2021-08-28;38922036;32695030;3924131;4524292;51256;2431766.644423009;1211267.340326462;594504.5937218688;21469739.085204467;25138730.41616023
2021-08-29;38974047;32737939;3932547;4530246;52611;2464366.6095510484;1234237.070786017;599892.0223984186;21596868.661427807;25203807.2893412
2021-08-30;39203261;32768880;3937106;4534499;53868;2497316.642283291;1257611.708179758;605328.2722078193;21724751.02179424;25269052.62763805
2021-08-31;39383222;32810845;3942856;4539991;55093;2530618.2289773105;1281397.236174309;610813.7855700989;21853390.619868267;25334466.86715903
2021-09-01;39573739;32857937;3956387;4546487;56560;2564272.801715995;1305599.6837501647;616349.0089141118;21982791.938451685;25400050.445141293
2021-09-02;39752874;32903289;3970102;4553241;58208;2598281.7367388573;1330225.1238230104;621934.3927137577;22112959.49213736;25465803.79995376
2021-09-03;39988318;32945907;3984353;4559970;59949;2632646.353486089;1355279.671782927;627570.3915245179;22243897.82640012;25531727.371100094
2021-09-04;40074226;32988673;3995188;4566126;61619;2667367.912504978;1380769.4840293603;633257.4640203075;22375611.49419894;25597821.599221665
2021-09-05;40137731;33027621;4005641;4571440;63155;2702447.6136381403;1406700.756453319;638996.0730306486;22508105.082134083;25664086.926100448
2021-09-06;40231470;33058843;4010390;4574787;64621;2737886.594722043;1433079.7224805304;644786.6855781653;22641383.202387907;25730523.794662017
2021-09-07;40440640;33096718;4017116;4579502;66317;2773685.930036296;1459912.6513759503;650629.7729164028;22775450.504786786;25797132.648978498
2021-09-08;40617567;33139981;4030681;4585423;68042;2809846.6287593725;1487205.8463609985;656525.8105679718;22910311.68632941;25863913.934271555
2021-09-09;40783985;33174954;4046112;4590941;69912;2846369.6334322547;1514965.6426319869;662475.278363023;23045971.42648807;25930868.09691535
2021-09-10;41025994;33208330;4059081;4596558;71987;2883255.818431524;1543198.4052827212;668478.6604780505;23182434.44962608;25997995.58443953
2021-09-11;41115125;33236921;4070295;4601749;73603;2920505.988453454;1571910.5271453152;674536.4454750281;23319705.50673022;26065296.84553227
2021-09-12;41163477;33264175;4077640;4606413;75323;2958120.877158908;1601108.426899518;680649.1263408808;23457789.38334469;26132772.33004318
2021-09-13;41374256;33289579;4083151;4609205;76901;2996101.145987274;1630798.5463621956;686817.2005311331;23596690.92214782;26200422.48898642
2021-09-14;41519660;33316755;4089476;4613214;78544;3034447.382052851;1660987.3479731395;693041.1700718098;23736414.942712672;26268247.77454364
2021-09-15;41692913;33347325;4101931;4618040;80400;3073160.0969569418;1691681.3123414165;699321.541510784;23876966.312201194;26336248.640067022
2021-09-16;41851690;33381728;4114856;4623155;82200;3112239.725396532;1722886.9355830646;705658.8259657251;24018349.9254329;26404425.54008237
2021-09-17;42062552;33417390;4125878;4627699;84056;3151686.623772196;1754610.7265520797;712053.5391857255;24160570.70843018;26472778.93029205
2021-09-18;42137525;33448163;4134779;4632275;85628;3191501.06882154;1786859.2039627177;718506.2015931591;24303633.648131005;26541309.26757813
2021-09-19;42182396;33478419;4142116;4636111;87128;3231683.2562801964;1819638.8936140805;725017.3383259062;24447543.71121567;26610017.01000537
2021-09-20;42354198;33504534;4145852;4638516;88710;3272233.2995724524;1852956.325747131;731587.4792799458;24592305.911323845;26678902.61682432
2021-09-21;42475936;33531498;4150516;4641890;90369;3313151.228532912;1886818.0310227976;738217.1591523188;24737925.29063683;26747966.548474383
2021-09-22;42607288;33563421;4160970;4645853;92178;3354436.988142555;1921230.537551118;744906.9174844637;24884406.91579693;26817209.266586896
2021-09-23;42736457;33594803;4171666;4649906;93942;3396090.437341024;1956200.367526978;751657.2987059284;25031755.93592102;26886631.23398821
2021-09-24;42911223;33624419;4181393;4653696;95807;3438111.347860287;1991734.0337246952;758468.8521784599;25179977.45772808;26956232.914702784
2021-09-25;42971718;33652745;4188604;4657215;97559;3480499.403088372;2027838.0358790744;765342.1322404732;25329076.646184087;27026014.773956325
2021-09-26;43026035;33678786;4196378;4660314;99031;3523254.196982585;2064518.856965056;772277.6982519049;25479058.69512308;27095977.278178822
2021-09-27;43181981;33697581;4199400;4662087;100911;3566375.233027904;2101782.960188816;779276.1146394506;25629928.827408973;27166120.89500768
2021-09-28;43294733;33716451;4203571;4665049;102723;3609861.923242936;2139636.784490495;786337.9509421904;25781692.33966513;27236446.09329097
2021-09-29;43416122;33739980;4215351;4668261;105123;3653713.587235889;2178086.7401505294;793463.7818576051;25934354.500308804;27306953.343090408
2021-09-30;43526508;33766707;4227501;4672355;107181;3697929.451313015;2217139.2049769205;800654.187289603;26087920.625451587;27377643.115684506
2021-10-01;43681338;33791061;4237619;4675758;109516;3742508.6475104806;2256800.5200686622;807909.7524646535;26242396.0650386;27448515.88357189
2021-10-02;43729543;33813903;4246136;4679067;111388;3787450.2120712833;2297076.9854698656;815231.0678966303;26397786.20013216;27519572.12047428
2021-10-03;43774321;33834702;4252300;4682034;113411;3832753.085848395;2337974.8557145293;822618.7294185265;26554096.443148542;27590812.30133967
2021-10-04;43917236;33853048;4255388;4683646;115800;3878416.113332823;2379500.335549108;830073.3382624054;26711332.238094725;27662236.90234565
2021-10-05;44012469;33871881;4260187;4686109;117826;3924438.041917325;2421659.5763226994;837595.5011081987;26869499.08737671;27733846.400902465
2021-10-06;44124642;33894312;4271734;4689341;120042;3970817.5213375576;2464458.669641399;845185.8301329317;27028602.494213592;27805641.275656156
2021-10-07;44226168;33915569;4283378;4692274;122566;4017553.103180202;2507903.643062582;852844.9430603775;27188648.000614427;27877622.00649192
2021-10-08;44357583;33935309;4293807;4695291;125081;4064643.240460592;2552000.455302753;860573.4632111422;27349641.185383286;27949789.07453725
2021-10-09;44396410;33953475;4302661;4698038;127471;4112086.287272435;2596754.9912523823;868372.0195531868;27511587.66093288;28022142.962165046
2021-10-10;44436080;33971607;4310273;4700316;129567;4159880.4985122457;2642173.056899833;876241.2467527853;27674493.07357044;28094684.152996976
2021-10-11;44532144;33985920;4313384;4701832;131415;4208024.028913147;2688260.3741683;884181.7852259246;27838363.10378357;28167413.13190672
2021-10-12;44642750;34001743;4318355;4704318;133444;4256514.931974917;2735022.5767728887;892194.2811901472;28003203.45092304;28240330.385023043
2021-10-13;44751214;34020730;4330258;4707087;136188;4305351.162444088;2782465.204547134;900279.386716841;28169019.86533771;28313436.399733208
2021-10-14;44838161;34037592;4342640;4709753;138720;4354530.575178332;2830593.6971460846;908437.7597839776;28335818.131587613;28386731.66468624
2021-10-15;44947641;34053573;4354158;4712482;141031;4404050.925145572;2879413.389258004;916670.0643293036;28503604.065836422;28460216.66979603
2021-10-16;44987425;34067719;4365107;4715464;143204;4453909.867564794;2928929.505160264;924976.9703039858;28672383.51931801;28533891.90624608
2021-10-17;45019082;34081315;4373789;4717899;145263;4504104.958131115;2979147.153218791;933359.1537269374;28842162.37859044;28607757.866486184
2021-10-18;45118033;34094373;4377845;4719493;147301;4554633.653327364;3030071.320335306;941817.2968108632;29012946.56578988;28681815.04424869
2021-10-19;45199950;34108996;4384616;4722188;149398;4605493.310824424;3081706.866574127;950352.0879551755;29184742.01456116;28756063.934540223
2021-10-20;45291570;34127450;4401631;4725887;151942;4656681.1899702335;3134058.520925064;958964.2217492934;29357554.716071744;28830505.033652075
2021-10-21;45369652;34143236;4417708;4729678;154489;4708194.450137444;3187130.8738425;967654.399076588;29531390.702048566;28905138.83915664
2021-10-22;45465604;34159562;4437280;4733557;156372;4760030.152426258;3240928.3720410923;976423.3271712709;29706256.032760754;28979965.84990875
2021-10-23;45498024;34175468;4452425;4737462;158546;4812185.262438332;3295455.313066818;985271.7196757796;29882156.804392178;29054986.566061568
2021-10-24;45517194;34189774;4466157;4741185;160230;4864656.649655239;3350715.839675903;994200.2966986644;30059099.14924006;29130201.48907924
2021-10-25;45629766;34202202;4472730;4743720;162016;4917441.088294048;3406713.934216467;1003209.784872978;30237089.235913582;29205611.12169985
2021-10-26;45696423;34215653;4483203;4747773;163866;4970535.258253747;3463453.4130202304;1012300.917415172;30416133.26408024;29281215.96795034
2021-10-27;45798986;34231809;4506415;4752368;165904;5023935.746153963;3520937.9215325266;1021474.4341845048;30596237.473871496;29357016.53318048
2021-10-28;45874082;34246157;4534452;4757231;167790;5077639.046467379;3579170.9289003164;1030731.081742964;30777408.144758835;29433013.324079543
2021-10-29;45969188;34260470;4559120;4762563;169379;5131641.56274726;3638155.721382272;1040071.6134157042;30959651.5909074;29509206.848610345
2021-10-30;46003483;34273300;4580663;4767440;170564;5185939.608738065;3697895.397527424;1049496.789352006;31142974.16355304;29585597.616037283
2021-10-31;46035809;34285814;4597550;4771965;172030;5240529.4062876105;3758392.862845537;1059007.3765867602;31327382.25118697;29662186.13696608
2021-11-01;46149063;34296237;4607208;4774783;173165;5295407.090872239;3819650.824549903;1068604.1491024771;31512882.279740386;29738972.923352517
2021-11-02;46217811;34308140;4618021;4777614;174276;5350568.713079659;3881671.786384904;1078287.8878918288;31699480.72085153;29815958.488439027
2021-11-03;46303405;34321025;4638419;4782802;175813;5406010.239264894;3944458.04359061;1088059.3810207231;31887184.080314577;29893143.34678321
2021-11-04;46384843;34333754;4672368;4788704;177393;5461727.553218178;4008011.678374583;1097919.4237583356;32075998.895606466;29970528.010041565
2021-11-05;46481701;34344683;4709488;4795465;178927;5517716.457919663;4072334.554577184;1107868.8186161965;32265931.74706536;30048113.00745084
2021-11-06;46516562;34355509;4743490;4802225;180314;5573972.677381048;4137428.313026658;1117908.3753086778;32456989.253785584;30125898.84721952
2021-11-07;46553390;34366987;4767033;4808047;181578;5630491.858574205;4203294.367074652;1128038.9108870986;32649178.07382579;30203886.05119765
2021-11-08;46664140;34377113;4782546;4812594;182870;5687269.573446794;4269933.898208479;1138261.2498062546;32842504.904417086;30282075.14281756
2021-11-09;46742499;34388579;4804378;4818705;184071;5744301.320254137;4337347.851834417;1148576.2239913165;33036976.487109624;30360466.646049906
2021-11-10;46837569;34401670;4844054;4826738;185627;5801582.522803635;4405536.933245178;1158984.6729053138;33232599.603404783;30439061.08383902
2021-11-11;46895213;34414186;4894250;4835435;187041;5859108.537716776;4474501.603419879;1169487.4436172056;33429381.068682417;30517858.97912924
2021-11-12;47038724;34426036;4942890;4843957;188493;5916874.655074559;4544242.075065111;1180085.3908705418;33627327.742031574;30596860.855659656
2021-11-13;47082676;34437307;4987971;4852496;189608;5974876.100368844;4614758.3100755485;1190779.3771527212;33826446.52327767;30676067.247520063
2021-11-14;47114588;34447536;5021469;4860061;190603;6033108.036877513;4686050.015914962;1201570.2727648462;34026744.35322823;30755478.68539043
2021-11-15;47248624;34456401;5045076;4865260;191617;6091565.568107685;4758116.642630894;1212458.9558921847;34228228.213943444;30835095.69754269
